t_us,t_s,x_m,y_m,yaw_rad,vx_body_m_s,vy_body_m_s,yaw_rate_rad_s,line_position_m,line_error_m,line_visible,line_confidence,pwm_left,pwm_right,motor_current_left_a,motor_current_right_a,motor_torque_left_nm,motor_torque_right_nm,wheel_force_left_n,wheel_force_right_n,desired_wheel_force_left_n,desired_wheel_force_right_n,slip_left,slip_right,normal_left_n,normal_right_n,battery_voltage_v,sensor_00_adc,sensor_01_adc,sensor_02_adc,sensor_03_adc,sensor_04_adc,sensor_05_adc,sensor_06_adc,sensor_07_adc,sensor_08_adc,sensor_09_adc,sensor_10_adc,sensor_11_adc,sensor_12_adc,sensor_13_adc,sensor_14_adc,sensor_15_adc
4747000,4.747000000,0.092569087,0.003662545,-0.183523605,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4748000,4.748000000,0.092589449,0.003658766,-0.183430582,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4749000,4.749000000,0.092609812,0.003654989,-0.183337558,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4750000,4.750000000,0.092630175,0.003651214,-0.183244535,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4751000,4.751000000,0.092650538,0.003647440,-0.183151511,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4752000,4.752000000,0.092670902,0.003643669,-0.183058488,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4753000,4.753000000,0.092691266,0.003639899,-0.182965464,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4754000,4.754000000,0.092711631,0.003636132,-0.182872441,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4755000,4.755000000,0.092731995,0.003632366,-0.182779417,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4756000,4.756000000,0.092752361,0.003628602,-0.182686394,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4757000,4.757000000,0.092772726,0.003624840,-0.182593370,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4758000,4.758000000,0.092793092,0.003621080,-0.182500347,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4759000,4.759000000,0.092813458,0.003617322,-0.182407323,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4760000,4.760000000,0.092833825,0.003613566,-0.182314300,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4761000,4.761000000,0.092854191,0.003609811,-0.182221277,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4762000,4.762000000,0.092874559,0.003606059,-0.182128253,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4763000,4.763000000,0.092894926,0.003602308,-0.182035230,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4764000,4.764000000,0.092915294,0.003598560,-0.181942206,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4765000,4.765000000,0.092935662,0.003594813,-0.181849183,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4766000,4.766000000,0.092956031,0.003591068,-0.181756159,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4767000,4.767000000,0.092976400,0.003587325,-0.181663136,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4768000,4.768000000,0.092996769,0.003583584,-0.181570112,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4769000,4.769000000,0.093017139,0.003579844,-0.181477089,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4770000,4.770000000,0.093037509,0.003576107,-0.181384065,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4771000,4.771000000,0.093057879,0.003572372,-0.181291042,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4772000,4.772000000,0.093078250,0.003568638,-0.181198018,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4773000,4.773000000,0.093098621,0.003564907,-0.181104995,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4774000,4.774000000,0.093118993,0.003561177,-0.181011971,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4775000,4.775000000,0.093139364,0.003557449,-0.180918948,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4776000,4.776000000,0.093159736,0.003553723,-0.180825924,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4777000,4.777000000,0.093180109,0.003549999,-0.180732901,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4778000,4.778000000,0.093200482,0.003546277,-0.180639877,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4779000,4.779000000,0.093220855,0.003542556,-0.180546854,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4780000,4.780000000,0.093241228,0.003538838,-0.180453831,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4781000,4.781000000,0.093261602,0.003535122,-0.180360807,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4782000,4.782000000,0.093281976,0.003531407,-0.180267784,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4783000,4.783000000,0.093302351,0.003527694,-0.180174760,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4784000,4.784000000,0.093322726,0.003523984,-0.180081737,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4785000,4.785000000,0.093343101,0.003520275,-0.179988713,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4786000,4.786000000,0.093363477,0.003516568,-0.179895690,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4787000,4.787000000,0.093383852,0.003512863,-0.179802666,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4788000,4.788000000,0.093404229,0.003509159,-0.179709643,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4789000,4.789000000,0.093424605,0.003505458,-0.179616619,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4790000,4.790000000,0.093444982,0.003501759,-0.179523596,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4791000,4.791000000,0.093465359,0.003498061,-0.179430572,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4792000,4.792000000,0.093485737,0.003494365,-0.179337549,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4793000,4.793000000,0.093506115,0.003490672,-0.179244525,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4794000,4.794000000,0.093526493,0.003486980,-0.179151502,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4795000,4.795000000,0.093546872,0.003483290,-0.179058478,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4796000,4.796000000,0.093567251,0.003479602,-0.178965455,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4797000,4.797000000,0.093587630,0.003475916,-0.178872432,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4798000,4.798000000,0.093608010,0.003472231,-0.178779408,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4799000,4.799000000,0.093628390,0.003468549,-0.178686385,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4800000,4.800000000,0.093648770,0.003464869,-0.178593361,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4801000,4.801000000,0.093669151,0.003461190,-0.178500338,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4802000,4.802000000,0.093689532,0.003457513,-0.178407314,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4803000,4.803000000,0.093709914,0.003453839,-0.178314291,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4804000,4.804000000,0.093730295,0.003450166,-0.178221267,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4805000,4.805000000,0.093750677,0.003446495,-0.178128244,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4806000,4.806000000,0.093771060,0.003442826,-0.178035220,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4807000,4.807000000,0.093791443,0.003439158,-0.177942197,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4808000,4.808000000,0.093811826,0.003435493,-0.177849173,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4809000,4.809000000,0.093832209,0.003431830,-0.177756150,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4810000,4.810000000,0.093852593,0.003428168,-0.177663126,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4811000,4.811000000,0.093872977,0.003424509,-0.177570103,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4812000,4.812000000,0.093893361,0.003420851,-0.177477079,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4813000,4.813000000,0.093913746,0.003417195,-0.177384056,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
4814000,4.814000000,0.093934131,0.003413541,-0.177291033,0.020710026,0.000000000,0.093023472,0.004800000,0.004800000,1,0.250000000,0.277600,0.402400,0.001869969,0.001895784,0.000131482,0.000133297,-0.000090755,0.000090755,0.013148223,0.013329732,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095,4095
