t_us,t_s,x_m,y_m,yaw_rad,vx_body_m_s,vy_body_m_s,yaw_rate_rad_s,line_position_m,line_error_m,line_visible,line_confidence,pwm_left,pwm_right,motor_current_left_a,motor_current_right_a,motor_torque_left_nm,motor_torque_right_nm,wheel_force_left_n,wheel_force_right_n,desired_wheel_force_left_n,desired_wheel_force_right_n,slip_left,slip_right,normal_left_n,normal_right_n,battery_voltage_v,sensor_00_adc,sensor_01_adc,sensor_02_adc,sensor_03_adc,sensor_04_adc,sensor_05_adc,sensor_06_adc,sensor_07_adc,sensor_08_adc,sensor_09_adc,sensor_10_adc,sensor_11_adc,sensor_12_adc,sensor_13_adc,sensor_14_adc,sensor_15_adc
61000,0.061000000,0.001219351,0.034978518,-0.035450891,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
62000,0.062000000,0.001240121,0.034977779,-0.036053732,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
63000,0.063000000,0.001260891,0.034977026,-0.036656573,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
64000,0.064000000,0.001281661,0.034976262,-0.037259414,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
65000,0.065000000,0.001302430,0.034975484,-0.037862255,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
66000,0.066000000,0.001323198,0.034974694,-0.038465096,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
67000,0.067000000,0.001343967,0.034973892,-0.039067937,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
68000,0.068000000,0.001364734,0.034973077,-0.039670778,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
69000,0.069000000,0.001385502,0.034972250,-0.040273619,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
70000,0.070000000,0.001406268,0.034971410,-0.040876460,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
71000,0.071000000,0.001427034,0.034970557,-0.041479301,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
72000,0.072000000,0.001447800,0.034969692,-0.042082142,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
73000,0.073000000,0.001468565,0.034968815,-0.042684983,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
74000,0.074000000,0.001489330,0.034967925,-0.043287824,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
75000,0.075000000,0.001510094,0.034967022,-0.043890665,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
76000,0.076000000,0.001530857,0.034966107,-0.044493506,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
77000,0.077000000,0.001551620,0.034965180,-0.045096347,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
78000,0.078000000,0.001572383,0.034964240,-0.045699188,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
79000,0.079000000,0.001593145,0.034963287,-0.046302029,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
80000,0.080000000,0.001613906,0.034962322,-0.046904870,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
81000,0.081000000,0.001634667,0.034961344,-0.047507711,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
82000,0.082000000,0.001655427,0.034960354,-0.048110552,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
83000,0.083000000,0.001676186,0.034959351,-0.048713393,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
84000,0.084000000,0.001696945,0.034958336,-0.049316234,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
85000,0.085000000,0.001717703,0.034957309,-0.049919075,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
86000,0.086000000,0.001738461,0.034956268,-0.050521916,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
87000,0.087000000,0.001759218,0.034955216,-0.051124757,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
88000,0.088000000,0.001779974,0.034954150,-0.051727598,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
89000,0.089000000,0.001800730,0.034953073,-0.052330439,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
90000,0.090000000,0.001821485,0.034951982,-0.052933280,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
91000,0.091000000,0.001842239,0.034950880,-0.053536121,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
92000,0.092000000,0.001862993,0.034949764,-0.054138962,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
93000,0.093000000,0.001883746,0.034948637,-0.054741803,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
94000,0.094000000,0.001904499,0.034947496,-0.055344644,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
95000,0.095000000,0.001925250,0.034946344,-0.055947485,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
96000,0.096000000,0.001946001,0.034945178,-0.056550326,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
97000,0.097000000,0.001966752,0.034944000,-0.057153167,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
98000,0.098000000,0.001987501,0.034942810,-0.057756008,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
99000,0.099000000,0.002008250,0.034941607,-0.058358849,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
100000,0.100000000,0.002028998,0.034940392,-0.058961690,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
101000,0.101000000,0.002049745,0.034939164,-0.059564531,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
102000,0.102000000,0.002070492,0.034937924,-0.060167372,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
103000,0.103000000,0.002091238,0.034936671,-0.060770213,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
104000,0.104000000,0.002111983,0.034935405,-0.061373054,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
105000,0.105000000,0.002132727,0.034934128,-0.061975895,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
106000,0.106000000,0.002153471,0.034932837,-0.062578736,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
107000,0.107000000,0.002174214,0.034931534,-0.063181577,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
108000,0.108000000,0.002194956,0.034930219,-0.063784418,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
109000,0.109000000,0.002215697,0.034928891,-0.064387259,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
110000,0.110000000,0.002236438,0.034927551,-0.064990100,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
111000,0.111000000,0.002257177,0.034926198,-0.065592941,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
112000,0.112000000,0.002277916,0.034924832,-0.066195782,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
113000,0.113000000,0.002298654,0.034923454,-0.066798623,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
114000,0.114000000,0.002319391,0.034922064,-0.067401464,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
115000,0.115000000,0.002340127,0.034920661,-0.068004305,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
116000,0.116000000,0.002360863,0.034919246,-0.068607146,0.020783679,0.000000000,-0.602840996,-0.031200000,-0.031200000,1,0.187500000,0.745600,-0.065600,0.001966523,0.001966523,0.000138271,-0.000138271,0.000588138,-0.000588138,0.013827115,-0.013827115,0.000000000,0.000000000,0.882598500,0.882598500,7.377286400,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,4095,0,0,0
